count 162029
53025792 0.009 0.131
53026560 0.005 0.134
53027328 0.005 0.129
53028096 0.024 0.123
53028864 0.027 0.125
53029632 0.02 0.122
53030400 0.025 0.12
53031168 -0.026 0.123
53031936 -0.019 0.123
53032704 -0.025 0.128
53033472 -0.024 0.118
53034240 0.003 0.131
53035008 0.001 0.127
53035776 0.006 0.125
53036544 0.002 0.126
53037312 -0.026 0.122
53038080 -0.033 0.124
53038848 -0.031 0.124
53039616 -0.039 0.123
53040384 -0.021 0.124
53041152 -0.024 0.127
53041920 -0.029 0.12
53042688 -0.022 0.122
53043456 -0.008 0.133
53044224 -0.013 0.126
53044992 -0.011 0.125
53045760 -0.007 0.136
53046528 -0.043 0.108
53047296 -0.048 0.111
53048064 -0.04 0.11
53048832 -0.048 0.114
53049600 0.004 0.127
53050368 0.006 0.13
53051136 0.014 0.128
53051904 0.009 0.129
53052672 -0.023 0.119
53053440 -0.016 0.121
53054208 -0.026 0.123
53054976 -0.023 0.121
53055744 0.003 0.135
53056512 0.001 0.13
53057280 -0.011 0.13
53058048 -0.01 0.12
53058816 -0.022 0.125
53059584 -0.029 0.12
53060352 -0.025 0.118
53061120 -0.022 0.124
53061888 -0.013 0.126
53062656 -0.014 0.121
53063424 -0.013 0.13
53064192 -0.011 0.122
53064960 -0.026 0.134
53065728 -0.013 0.127
53066496 -0.009 0.126
53067264 -0.005 0.129
53068032 0.01 0.13
53068800 0.015 0.13
53069568 0.011 0.128
53070336 0.012 0.124
53071104 -0.03 0.126
53071872 -0.023 0.121
53072640 -0.019 0.124
53073408 -0.019 0.118
53074176 -0.009 0.127
53074944 -0.02 0.132
53075712 -0.018 0.13
53076480 -0.013 0.128
53077248 -0.015 0.131
53078016 -0.004 0.125
53078784 -0.009 0.129
53079552 -0.004 0.133
53080320 -0.019 0.135
53081088 -0.022 0.123
53081856 -0.02 0.127
53082624 -0.014 0.127
53083392 0.003 0.125
53084160 -0.004 0.137
53084928 -0.008 0.131
53085696 -0.011 0.123
53086464 -0.027 0.119
53087232 -0.022 0.126
53088000 -0.019 0.125
53088768 -0.026 0.124
53089536 0.006 0.132
53090304 0.006 0.126
53091072 0.015 0.132
53091840 0.011 0.13
53092608 0.009 0.132
53093376 0.008 0.136
53094144 0.011 0.132
53094912 0.003 0.126
53095680 -0.012 0.121
53096448 -0.011 0.131
53097216 -0.009 0.122
53097984 -0.014 0.127
53098752 -0.024 0.129
53099520 -0.022 0.124
53100288 -0.019 0.121
53101056 -0.023 0.121
53101824 -0.012 0.135
53102592 -0.012 0.126
53103360 -0.012 0.126
53104128 -0.019 0.13
53104896 -0.003 0.132
53105664 -0.004 0.129
53106432 -0.001 0.125
53107200 0.007 0.131
53107968 -0.015 0.126
53108736 -0.017 0.124
53109504 -0.019 0.129
53110272 -0.023 0.129
53111040 -0.025 0.121
53111808 -0.029 0.128
53112576 -0.025 0.123
53113344 -0.027 0.122
53114112 0.001 0.125
53114880 -0.001 0.13
53115648 -0.014 0.135
53116416 -0.014 0.129
53117184 -0.007 0.124
53117952 -0.008 0.133
53118720 -0.016 0.136
53119488 -0.019 0.123
53120256 0.012 0.125
53121024 0.011 0.126
53121792 0.015 0.131
53122560 0.008 0.126
53123328 -0.017 0.13
53124096 -0.009 0.13
53124864 -0.016 0.122
53125632 -0.014 0.127
53126400 0.017 0.125
53127168 0.025 0.124
53127936 0.025 0.12
53128704 0.021 0.126
53129472 0.074 0.052
53130240 0.07 0.052
53131008 0.069 0.054
53131776 0.073 0.05
53132544 0.012 0.129
53133312 0.013 0.128
53134080 0.019 0.121
53134848 0.02 0.126
53135616 -0.005 0.119
53136384 0.005 0.123
53137152 0.005 0.119
53137920 -0.0 0.128
53138688 0.017 0.124
53139456 0.025 0.126
53140224 0.015 0.126
53140992 0.019 0.121
53141760 -0.015 0.12
53142528 -0.022 0.123
53143296 -0.02 0.126
53144064 -0.022 0.126
53144832 -0.002 0.109
53145600 0.001 0.112
53146368 -0.007 0.105
53147136 -0.006 0.113
53147904 -0.039 0.123
53148672 -0.027 0.122
53149440 -0.027 0.113
53150208 -0.031 0.126
53150976 0.006 0.126
53151744 0.015 0.128
53152512 0.005 0.132
53153280 0.005 0.121
53154048 -0.02 0.126
53154816 -0.025 0.129
53155584 -0.021 0.128
53156352 -0.014 0.132
53157120 0.014 0.127
53157888 0.016 0.127
53158656 0.007 0.131
53159424 0.004 0.13
53160192 -0.031 0.113
53160960 -0.033 0.121
53161728 -0.035 0.117
53162496 -0.03 0.118
53163264 0.018 0.122
53164032 0.02 0.12
53164800 0.013 0.121
53165568 0.012 0.126
53166336 -0.01 0.121
53167104 -0.005 0.13
53167872 -0.007 0.122
53168640 -0.006 0.123
53169408 -0.02 0.127
53170176 -0.017 0.124
53170944 -0.031 0.126
53171712 -0.016 0.123
53172480 -0.007 0.128
53173248 -0.004 0.13
53174016 -0.014 0.13
53174784 -0.009 0.129
53175552 -0.009 0.132
53176320 -0.009 0.129
53177088 -0.014 0.126
53177856 -0.006 0.13
53178624 0.004 0.134
53179392 0.009 0.127
53180160 0.011 0.13
53180928 0.004 0.126
53181696 -0.021 0.126
53182464 -0.015 0.127
53183232 -0.017 0.127
53184000 -0.019 0.126
53184768 0.014 0.129
53185536 0.01 0.132
53186304 0.021 0.129
53187072 0.004 0.127
53187840 -0.019 0.128
53188608 -0.017 0.131
53189376 -0.016 0.127
53190144 -0.013 0.128
53190912 -0.066 0.077
53191680 -0.062 0.075
53192448 -0.066 0.081
53193216 -0.067 0.073
53193984 0.02 0.127
53194752 0.015 0.126
53195520 0.013 0.126
53196288 0.018 0.128
53197056 0.006 0.126
53197824 0.002 0.128
53198592 0.004 0.132
53199360 0.005 0.128
53200128 -0.035 0.127
53200896 -0.027 0.118
53201664 -0.029 0.123
53202432 -0.031 0.123
53203200 0.005 0.121
53203968 0.016 0.134
53204736 0.012 0.125
53205504 0.007 0.13
53206272 -0.021 0.128
53207040 -0.014 0.127
53207808 -0.025 0.124
53208576 -0.016 0.124
53209344 0.013 0.125
53210112 0.013 0.131
53210880 0.009 0.133
53211648 0.016 0.121
53212416 -0.008 0.125
53213184 -0.012 0.135
53213952 -0.0 0.129
53214720 -0.001 0.129
53215488 -0.028 0.117
53216256 -0.023 0.124
53217024 -0.028 0.12
53217792 -0.026 0.12
53218560 0.002 0.128
53219328 -0.009 0.127
53220096 -0.004 0.126
53220864 -0.003 0.133
53221632 -0.007 0.133
53222400 0.007 0.132
53223168 -0.003 0.133
53223936 0.004 0.127
53224704 -0.006 0.132
53225472 -0.012 0.13
53226240 -0.009 0.123
53227008 0.0 0.125
53227776 0.014 0.129
53228544 0.004 0.129
53229312 0.006 0.125
53230080 0.007 0.13
53230848 -0.016 0.129
53231616 -0.004 0.126
53232384 -0.01 0.131
53233152 -0.005 0.131
53233920 0.022 0.127
53234688 0.002 0.128
53235456 0.013 0.122
53236224 0.01 0.127
53236992 -0.014 0.118
53237760 -0.022 0.119
53238528 -0.016 0.12
53239296 -0.014 0.119
53240064 -0.013 0.127
53240832 -0.004 0.128
53241600 -0.01 0.131
53242368 -0.011 0.121
53243136 0.008 0.129
53243904 0.018 0.134
53244672 0.004 0.129
53245440 0.011 0.125
53246208 0.014 0.125
53246976 0.021 0.133
53247744 0.014 0.126
53248512 0.003 0.125
53249280 -0.021 0.131
53250048 -0.021 0.13
53250816 -0.017 0.127
53251584 -0.007 0.13
53252352 0.008 0.125
53253120 0.008 0.134
53253888 0.02 0.128
53254656 0.005 0.126
53255424 -0.021 0.13
53256192 -0.019 0.127
53256960 -0.023 0.126
53257728 -0.019 0.125
53258496 -0.01 0.127
53259264 -0.014 0.129
53260032 -0.01 0.131
53260800 -0.021 0.127
53261568 -0.001 0.133
53262336 0.003 0.128
53263104 0.005 0.131
53263872 0.004 0.129
53264640 0.005 0.126
53265408 0.002 0.13
53266176 0.014 0.127
53266944 0.013 0.129
53267712 0.013 0.13
53268480 0.023 0.129
53269248 0.012 0.126
53270016 0.027 0.123
53270784 -0.036 0.123
53271552 -0.035 0.119
53272320 -0.031 0.121
53273088 -0.031 0.12
53273856 0.002 0.125
53274624 0.013 0.125
53275392 0.009 0.127
53276160 0.005 0.123
53276928 -0.02 0.12
53277696 -0.022 0.126
53278464 -0.027 0.125
53279232 -0.024 0.128
53280000 -0.016 0.121
53280768 -0.031 0.122
53281536 -0.015 0.131
53282304 -0.019 0.122
53283072 -0.005 0.136
53283840 -0.0 0.129
53284608 0.001 0.128
53285376 -0.001 0.125
53286144 -0.002 0.124
53286912 0.001 0.132
53287680 0.001 0.13
53288448 0.0 0.131
53289216 -0.02 0.131
53289984 -0.027 0.123
53290752 -0.017 0.129
53291520 -0.018 0.124
53292288 -0.01 0.127
53293056 -0.014 0.126
53293824 0.003 0.119
53294592 -0.01 0.127
53295360 0.004 0.124
53296128 -0.003 0.134
53296896 -0.003 0.129
53297664 0.002 0.126
53298432 0.01 0.131
53299200 0.01 0.132
53299968 0.008 0.121
53300736 0.012 0.135
53301504 0.02 0.126
53302272 0.021 0.125
53303040 0.009 0.123
53303808 0.02 0.127
53304576 -0.028 0.112
53305344 -0.037 0.118
53306112 -0.041 0.112
53306880 -0.038 0.117
53307648 0.006 0.135
53308416 0.005 0.126
53309184 0.006 0.134
53309952 -0.0 0.127
53310720 0.008 0.136
53311488 0.007 0.132
53312256 0.007 0.125
53313024 0.008 0.123
53313792 -0.002 0.132
53314560 -0.005 0.13
53315328 0.002 0.126
53316096 0.002 0.127
53316864 -0.01 0.128
53317632 -0.002 0.135
53318400 -0.001 0.131
53319168 -0.006 0.131
53319936 -0.012 0.127
53320704 -0.017 0.128
53321472 -0.017 0.129
53322240 -0.007 0.122
53323008 0.019 0.129
53323776 0.022 0.125
53324544 0.027 0.123
53325312 0.025 0.124
53326080 0.006 0.129
53326848 0.012 0.129
53327616 0.009 0.126
53328384 0.003 0.131
53329152 -0.004 0.14
53329920 -0.011 0.128
53330688 -0.011 0.128
53331456 -0.01 0.129
53332224 -0.011 0.135
53332992 -0.007 0.127
53333760 -0.01 0.134
53334528 -0.009 0.127
53335296 -0.04 0.117
53336064 -0.039 0.116
53336832 -0.039 0.111
53337600 -0.032 0.116
53338368 -0.019 0.126
53339136 -0.017 0.126
53339904 -0.023 0.12
53340672 -0.024 0.124
53341440 -0.006 0.131
53342208 0.001 0.128
53342976 -0.01 0.131
53343744 -0.002 0.125
53344512 0.005 0.129
53345280 -0.009 0.126
53346048 0.002 0.131
53346816 0.001 0.127
53347584 0.019 0.129
53348352 0.007 0.134
53349120 0.015 0.122
53349888 0.006 0.131
53350656 -0.012 0.125
53351424 -0.008 0.132
53352192 -0.017 0.131
53352960 -0.011 0.128
53353728 0.012 0.123
53354496 0.018 0.132
53355264 0.014 0.128
53356032 0.007 0.125
53356800 -0.045 0.049
53357568 -0.046 0.054
53358336 -0.04 0.055
53359104 -0.043 0.052
53359872 -0.001 0.126
53360640 0.004 0.129
53361408 -0.001 0.135
53362176 -0.006 0.127
53362944 -0.021 0.125
53363712 -0.011 0.123
53364480 -0.01 0.13
53365248 -0.012 0.127
53366016 -0.022 0.123
53366784 -0.024 0.121
53367552 -0.016 0.116
53368320 -0.02 0.125
53369088 -0.012 0.129
53369856 -0.007 0.133
53370624 -0.009 0.133
53371392 -0.008 0.131
53372160 0.005 0.134
53372928 0.006 0.122
53373696 0.004 0.126
53374464 0.007 0.132
53375232 -0.008 0.131
53376000 -0.012 0.129
53376768 -0.007 0.128
53377536 -0.006 0.131
53378304 -0.028 0.125
53379072 -0.024 0.127
53379840 -0.024 0.115
53380608 -0.018 0.12
53381376 -0.027 0.118
53382144 -0.028 0.126
53382912 -0.021 0.119
53383680 -0.022 0.117
53384448 0.007 0.131
53385216 0.001 0.13
53385984 0.01 0.126
53386752 0.007 0.13
53387520 0.001 0.129
53388288 0.005 0.128
53389056 0.007 0.122
53389824 0.005 0.126
53390592 -0.017 0.125
53391360 -0.005 0.122
53392128 -0.011 0.131
53392896 -0.014 0.122
53393664 -0.008 0.122
53394432 -0.005 0.126
53395200 -0.011 0.134
53395968 -0.006 0.122
53396736 -0.01 0.125
53397504 -0.008 0.132
53398272 -0.003 0.126
53399040 -0.009 0.127
53399808 -0.006 0.129
53400576 -0.018 0.131
53401344 -0.005 0.124
53402112 -0.003 0.125
53402880 -0.037 0.124
53403648 -0.035 0.121
53404416 -0.025 0.117
53405184 -0.03 0.116
53405952 -0.021 0.125
53406720 -0.022 0.118
53407488 -0.022 0.119
53408256 -0.027 0.125
53409024 -0.003 0.13
53409792 -0.016 0.11
53410560 -0.002 0.113
53411328 -0.012 0.111
53412096 0.01 0.128
53412864 0.016 0.124
53413632 0.016 0.124
53414400 0.021 0.127
53415168 -0.014 0.129
53415936 -0.004 0.122
53416704 -0.02 0.132
53417472 -0.012 0.129
53418240 -0.01 0.125
53419008 -0.014 0.138
53419776 -0.006 0.125
53420544 -0.004 0.129
53421312 -0.007 0.131
53422080 -0.004 0.131
53422848 -0.004 0.129
53423616 -0.004 0.13
53424384 -0.018 0.125
53425152 -0.033 0.127
53425920 -0.02 0.125
53426688 -0.024 0.117
53427456 0.005 0.126
53428224 0.004 0.133
53428992 0.001 0.125
53429760 0.01 0.124
53430528 -0.006 0.125
53431296 -0.017 0.13
53432064 -0.01 0.131
53432832 -0.008 0.131
53433600 -0.015 0.129
53434368 -0.01 0.129
53435136 -0.008 0.127
53435904 -0.01 0.135
53436672 0.008 0.118
53437440 0.008 0.127
53438208 0.012 0.126
53438976 0.006 0.124
53439744 0.003 0.135
53440512 0.002 0.127
53441280 0.007 0.128
53442048 0.004 0.127
53442816 0.018 0.121
53443584 0.011 0.124
53444352 0.013 0.126
53445120 0.02 0.122
53445888 -0.021 0.128
53446656 -0.017 0.125
53447424 -0.017 0.126
53448192 -0.007 0.126
53448960 -0.012 0.131
53449728 -0.018 0.128
53450496 -0.01 0.128
53451264 -0.022 0.124
53452032 0.003 0.135
53452800 0.004 0.127
53453568 0.001 0.13
53454336 -0.003 0.137
53455104 0.002 0.125
53455872 -0.002 0.129
53456640 0.002 0.127
53457408 0.0 0.126
53458176 0.057 0.07
53458944 0.051 0.059
53459712 0.054 0.098
53460480 0.052 0.053
53461248 -0.04 0.099
53462016 -0.029 0.096
53462784 -0.036 0.098
53463552 -0.04 0.098
53464320 -0.015 0.137
53465088 -0.012 0.123
53465856 -0.011 0.123
53466624 -0.018 0.127
53467392 -0.016 0.131
53468160 -0.004 0.128
53468928 -0.011 0.131
53469696 -0.012 0.124
53470464 -0.012 0.125
53471232 -0.01 0.133
53472000 -0.018 0.13
53472768 -0.013 0.127
53473536 -0.03 0.12
53474304 -0.013 0.124
53475072 -0.026 0.122
53475840 -0.027 0.124
53476608 0.014 0.131
53477376 0.012 0.127
53478144 0.011 0.131
53478912 -0.001 0.131
53479680 -0.017 0.129
53480448 -0.02 0.126
53481216 -0.018 0.131
53481984 -0.022 0.124
53482752 -0.015 0.128
53483520 -0.024 0.13
53484288 -0.02 0.121
53485056 -0.021 0.121
53485824 0.007 0.134
53486592 0.004 0.133
53487360 -0.003 0.123
53488128 -0.007 0.134
53488896 -0.013 0.134
53489664 0.001 0.125
53490432 -0.011 0.126
53491200 -0.006 0.124
53491968 0.018 0.129
53492736 0.018 0.13
53493504 0.013 0.126
53494272 0.016 0.126
53495040 0.02 0.118
53495808 0.026 0.125
53496576 0.026 0.123
53497344 0.026 0.126
53498112 -0.031 0.127
53498880 -0.025 0.125
53499648 -0.023 0.125
53500416 -0.024 0.124
53501184 -0.018 0.122
53501952 -0.025 0.125
53502720 -0.017 0.12
53503488 -0.025 0.127
53504256 -0.014 0.129
53505024 -0.017 0.129
53505792 -0.003 0.127
53506560 -0.019 0.127
53507328 -0.018 0.121
53508096 -0.017 0.127
53508864 -0.021 0.125
53509632 -0.021 0.128
53510400 0.006 0.13
53511168 0.003 0.126
53511936 -0.001 0.12
53512704 0.01 0.131
53513472 0.015 0.13
53514240 0.011 0.126
53515008 0.016 0.123
53515776 0.016 0.131
53516544 -0.002 0.133
53517312 -0.017 0.127
53518080 -0.018 0.128
53518848 -0.011 0.131
53519616 -0.024 0.126
53520384 -0.031 0.121
53521152 -0.037 0.125
53521920 -0.02 0.118
53522688 -0.004 0.128
53523456 -0.011 0.131
53524224 -0.011 0.124
53524992 -0.008 0.129
53525760 -0.016 0.128
53526528 -0.018 0.125
53527296 -0.016 0.126
53528064 -0.027 0.124
53528832 0.019 0.122
53529600 0.023 0.119
53530368 0.02 0.121
53531136 0.014 0.116
53531904 0.003 0.133
53532672 0.0 0.131
53533440 0.0 0.129
53534208 0.01 0.128
53534976 -0.009 0.13
53535744 -0.006 0.131
53536512 0.006 0.13
53537280 0.004 0.128
53538048 -0.019 0.136
53538816 -0.018 0.129
53539584 -0.022 0.127
53540352 -0.013 0.124
53541120 -0.03 0.126
53541888 -0.031 0.122
53542656 -0.032 0.114
53543424 -0.034 0.124
53544192 -0.022 0.127
53544960 -0.015 0.128
53545728 -0.009 0.131
53546496 -0.012 0.13
53547264 -0.008 0.127
53548032 -0.002 0.126
53548800 -0.004 0.131
53549568 -0.001 0.129
53550336 0.02 0.128
53551104 0.018 0.127
53551872 0.008 0.128
53552640 0.021 0.119
53553408 0.019 0.124
53554176 0.022 0.127
53554944 0.025 0.122
53555712 0.02 0.12
53556480 -0.033 0.126
53557248 -0.017 0.121
53558016 -0.019 0.119
53558784 -0.024 0.121
53559552 -0.016 0.127
53560320 -0.016 0.129
53561088 -0.007 0.12
53561856 -0.018 0.132
53562624 0.002 0.129
53563392 0.002 0.133
53564160 -0.006 0.133
53564928 -0.009 0.128
53565696 -0.003 0.13
53566464 -0.002 0.128
53567232 0.007 0.133
53568000 -0.001 0.128
53568768 -0.011 0.13
53569536 -0.015 0.127
53570304 -0.013 0.129
53571072 -0.016 0.127
53571840 0.013 0.132
53572608 0.017 0.127
53573376 0.003 0.128
53574144 0.01 0.127
53574912 0.021 0.117
53575680 0.023 0.126
53576448 0.022 0.124
53577216 0.026 0.119
53577984 -0.025 0.121
53578752 -0.029 0.129
53579520 -0.02 0.121
53580288 -0.027 0.124
53581056 0.008 0.133
53581824 0.019 0.127
53582592 0.016 0.126
53583360 0.016 0.128
53584128 0.01 0.125
53584896 0.01 0.125
53585664 0.011 0.117
53586432 0.006 0.123
53587200 -0.024 0.129
53587968 -0.027 0.125
53588736 -0.008 0.127
53589504 -0.02 0.122
53590272 -0.014 0.135
53591040 -0.009 0.128
53591808 -0.019 0.132
53592576 -0.0 0.132
53593344 -0.016 0.135
53594112 -0.014 0.129
53594880 -0.008 0.133
53595648 -0.001 0.125
53596416 -0.019 0.124
53597184 -0.013 0.128
53597952 -0.021 0.125
53598720 -0.012 0.125
53599488 0.062 0.096
53600256 0.062 0.092
53601024 0.062 0.092
53601792 0.059 0.091
53602560 0.029 0.117
53603328 0.016 0.115
53604096 0.027 0.118
53604864 0.024 0.117
53605632 0.008 0.126
53606400 0.011 0.133
53607168 0.014 0.13
53607936 0.007 0.13
53608704 -0.004 0.131
53609472 -0.006 0.132
53610240 0.002 0.13
53611008 -0.007 0.131
53611776 -0.029 0.117
53612544 -0.036 0.124
53613312 -0.035 0.122
53614080 -0.028 0.126
53614848 -0.006 0.129
53615616 -0.002 0.135
53616384 -0.002 0.129
53617152 -0.0 0.131
53617920 0.013 0.125
53618688 0.013 0.135
53619456 0.015 0.128
53620224 0.012 0.128
53620992 0.01 0.129
53621760 0.008 0.129
53622528 0.012 0.131
53623296 0.015 0.128
53624064 -0.004 0.133
53624832 0.001 0.127
53625600 -0.003 0.129
53626368 0.004 0.129
53627136 0.015 0.129
53627904 0.015 0.128
53628672 0.012 0.13
53629440 0.009 0.125
53630208 0.023 0.124
53630976 0.022 0.126
53631744 0.016 0.116
53632512 0.013 0.116
53633280 -0.03 0.118
53634048 -0.033 0.113
53634816 -0.037 0.117
53635584 -0.031 0.115
53636352 -0.042 0.12
53637120 -0.039 0.117
53637888 -0.037 0.113
53638656 -0.038 0.11
53639424 0.005 0.132
53640192 -0.006 0.13
53640960 -0.001 0.126
53641728 0.004 0.127
53642496 -0.006 0.122
53643264 0.01 0.122
53644032 -0.004 0.124
53644800 -0.013 0.124
53645568 -0.008 0.136
53646336 -0.007 0.125
53647104 -0.014 0.127
53647872 -0.008 0.12
53648640 0.009 0.135
53649408 -0.005 0.128
53650176 0.003 0.129
53650944 -0.003 0.129
53651712 0.015 0.117
53652480 0.015 0.131
53653248 0.014 0.129
53654016 0.016 0.132
53654784 -0.003 0.129
53655552 -0.005 0.127
53656320 -0.009 0.13
53657088 -0.014 0.13
53657856 -0.026 0.128
53658624 -0.026 0.12
53659392 -0.024 0.123
53660160 -0.02 0.121
53660928 -0.007 0.132
53661696 -0.009 0.132
53662464 -0.012 0.127
53663232 -0.014 0.124
53664000 -0.013 0.13
53664768 -0.019 0.129
53665536 -0.023 0.124
53666304 -0.015 0.123
53667072 0.004 0.12
53667840 0.019 0.127
53668608 0.011 0.116
53669376 0.013 0.128
53670144 -0.018 0.128
53670912 -0.009 0.128
53671680 -0.018 0.124
53672448 -0.016 0.126
53673216 0.011 0.128
53673984 0.002 0.135
53674752 0.001 0.13
53675520 -0.001 0.125
53676288 -0.004 0.124
53677056 -0.007 0.129
53677824 -0.01 0.131
53678592 -0.016 0.128
53679360 -0.003 0.129
53680128 0.003 0.125
53680896 -0.007 0.129
53681664 0.0 0.134
53682432 0.023 0.124
53683200 0.027 0.123
53683968 0.013 0.126
53684736 0.02 0.127
53685504 0.048 0.114
53686272 0.044 0.109
53687040 0.044 0.111
53687808 0.044 0.11
53688576 -0.017 0.128
53689344 -0.009 0.123
53690112 -0.011 0.131
53690880 -0.021 0.125
53691648 -0.018 0.129
53692416 -0.019 0.127
53693184 -0.012 0.127
53693952 -0.007 0.128
53694720 0.008 0.128
53695488 0.013 0.135
53696256 0.019 0.124
53697024 0.008 0.122
53697792 0.004 0.131
53698560 -0.008 0.129
53699328 -0.007 0.132
53700096 0.002 0.129
53700864 -0.007 0.124
53701632 -0.004 0.131
53702400 0.0 0.126
53703168 -0.011 0.127
53703936 -0.004 0.133
53704704 -0.003 0.129
53705472 -0.0 0.131
53706240 -0.015 0.124
53707008 0.02 0.116
53707776 0.026 0.121
53708544 0.026 0.126
53709312 0.025 0.126
53710080 -0.015 0.131
53710848 -0.019 0.129
53711616 -0.011 0.125
53712384 -0.017 0.126
53713152 -0.006 0.134
53713920 -0.009 0.127
53714688 -0.0 0.127
53715456 -0.003 0.129
53716224 -0.008 0.126
53716992 -0.008 0.123
53717760 -0.002 0.124
53718528 -0.014 0.13
53719296 -0.021 0.126
53720064 -0.014 0.13
53720832 -0.022 0.131
53721600 -0.015 0.125
53722368 -0.035 0.121
53723136 -0.036 0.117
53723904 -0.034 0.112
53724672 -0.03 0.117
53725440 0.01 0.124
53726208 0.027 0.121
53726976 0.019 0.116
53727744 0.032 0.123
53728512 -0.005 0.133
53729280 0.001 0.129
53730048 -0.001 0.122
53730816 -0.005 0.131
53731584 0.007 0.129
53732352 0.003 0.134
53733120 -0.003 0.137
53733888 -0.001 0.124
53734656 0.024 0.112
53735424 0.022 0.11
53736192 0.022 0.124
53736960 0.027 0.108
53737728 -0.012 0.13
53738496 -0.012 0.126
53739264 -0.012 0.13
53740032 -0.007 0.13
53740800 -0.017 0.126
53741568 -0.011 0.129
53742336 -0.004 0.128
53743104 -0.018 0.125
53743872 -0.009 0.133
53744640 -0.006 0.13
53745408 -0.005 0.127
53746176 -0.008 0.127
53746944 0.017 0.113
53747712 0.024 0.119
53748480 0.022 0.121
53749248 0.016 0.119
53750016 -0.034 0.103
53750784 -0.03 0.113
53751552 -0.031 0.108
53752320 -0.036 0.107
53753088 0.014 0.13
53753856 0.016 0.123
53754624 0.011 0.129
53755392 0.014 0.123
53756160 -0.025 0.124
53756928 -0.026 0.121
53757696 -0.033 0.128
53758464 -0.029 0.125
53759232 0.016 0.127
53760000 0.025 0.124
53760768 0.017 0.126
53761536 0.021 0.129
53762304 -0.01 0.125
53763072 -0.007 0.127
53763840 -0.002 0.129
53764608 -0.006 0.129
53765376 -0.022 0.123
53766144 -0.009 0.126
53766912 -0.019 0.119
53767680 -0.017 0.128
53768448 -0.014 0.129
53769216 -0.002 0.136
53769984 -0.007 0.125
53770752 -0.01 0.125
53771520 -0.024 0.125
53772288 -0.015 0.125
53773056 -0.024 0.128
53773824 -0.018 0.13
53774592 -0.015 0.124
53775360 -0.019 0.132
53776128 -0.022 0.129
53776896 -0.015 0.121
53777664 0.004 0.134
53778432 -0.002 0.133
53779200 0.005 0.125
53779968 -0.011 0.132
53780736 -0.024 0.125
53781504 -0.02 0.122
53782272 -0.023 0.123
53783040 -0.021 0.13
53783808 -0.016 0.131
53784576 -0.011 0.13
53785344 -0.014 0.129
53786112 -0.008 0.125
53786880 -0.012 0.121
53787648 -0.014 0.126
53788416 -0.013 0.128
53789184 -0.006 0.122
53789952 -0.022 0.134
53790720 -0.013 0.122
53791488 -0.005 0.118
53792256 -0.021 0.13
53793024 -0.032 0.118
53793792 -0.037 0.123
53794560 -0.026 0.12
53795328 -0.034 0.116
53796096 0.023 0.127
53796864 0.024 0.127
53797632 0.026 0.121
53798400 0.024 0.121
53799168 0.012 0.13
53799936 0.013 0.133
53800704 0.011 0.127
53801472 0.008 0.126
53802240 -0.024 0.124
53803008 -0.028 0.126
53803776 -0.022 0.127
53804544 -0.014 0.119
53805312 0.021 0.13
53806080 0.006 0.126
53806848 0.018 0.122
53807616 0.013 0.13
53808384 -0.01 0.125
53809152 -0.02 0.131
53809920 -0.012 0.129
53810688 -0.009 0.129
53811456 0.011 0.128
53812224 0.013 0.123
53812992 0.011 0.124
53813760 0.015 0.128
53814528 0.013 0.127
53815296 0.01 0.131
53816064 0.014 0.126
53816832 0.012 0.126
53817600 0.012 0.132
53818368 0.008 0.129
53819136 0.015 0.116
53819904 0.011 0.13
53820672 0.002 0.129
53821440 -0.0 0.118
53822208 -0.006 0.13
53822976 -0.0 0.13
53823744 0.018 0.129
53824512 -0.001 0.13
53825280 0.009 0.127
53826048 0.008 0.129
53826816 0.007 0.128
53827584 0.001 0.127
53828352 0.007 0.13
53829120 0.005 0.129
53829888 -0.013 0.129
53830656 -0.002 0.13
53831424 -0.003 0.127
53832192 -0.008 0.134
53832960 0.02 0.121
53833728 0.014 0.127
53834496 0.009 0.123
53835264 0.018 0.123
53836032 -0.017 0.126
53836800 -0.003 0.129
53837568 -0.012 0.129
53838336 -0.013 0.133
53839104 -0.036 0.119
53839872 -0.034 0.117
53840640 -0.032 0.116
53841408 -0.042 0.117
53842176 0.006 0.133
53842944 0.008 0.129
53843712 0.014 0.132
53844480 0.003 0.128
53845248 -0.013 0.125
53846016 -0.002 0.129
53846784 -0.012 0.128
53847552 -0.009 0.135
53848320 0.003 0.133
53849088 0.013 0.124
53849856 0.017 0.129
53850624 0.013 0.129
53851392 -0.037 0.113
53852160 -0.032 0.115
53852928 -0.025 0.111
53853696 -0.033 0.111
53854464 0.002 0.128
53855232 -0.009 0.128
53856000 -0.015 0.13
53856768 -0.008 0.128
53857536 0.003 0.135
53858304 0.007 0.123
53859072 0.007 0.12
53859840 0.006 0.12
53860608 -0.017 0.129
53861376 -0.009 0.132
53862144 -0.021 0.124
53862912 -0.025 0.128
53863680 0.026 0.123
53864448 0.019 0.127
53865216 0.018 0.126
53865984 0.02 0.129
53866752 -0.008 0.13
53867520 -0.018 0.127
53868288 -0.008 0.129
53869056 -0.009 0.129
53869824 -0.004 0.129
53870592 0.003 0.129
53871360 -0.003 0.127
53872128 0.001 0.132
53872896 0.004 0.134
53873664 0.004 0.132
53874432 0.005 0.126
53875200 0.003 0.121
53875968 -0.023 0.124
53876736 -0.021 0.121
